@relation 'datasets_45152_82501_insurance_claims-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R3-4,18,24-25-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 10'

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
237,10,579,174,0.768924,0.959514,0.290441,0.959514,0.709559,0.445908,0.816,1.175875,0.072626
237,10,578,175,0.767596,0.959514,0.290798,0.959514,0.709202,0.446328,0.815,1.177318,0.072664
237,10,577,176,0.766268,0.959514,0.291155,0.959514,0.708845,0.446748,0.814,1.178764,0.072733
237,10,576,177,0.76494,0.959514,0.291513,0.959514,0.708487,0.44717,0.813,1.180214,0.072775
237,10,575,178,0.763612,0.959514,0.291872,0.959514,0.708128,0.447592,0.812,1.181668,0.072926
237,10,574,179,0.762284,0.959514,0.292232,0.959514,0.707768,0.448015,0.811,1.183125,0.072952
237,10,573,180,0.760956,0.959514,0.292593,0.959514,0.707407,0.448439,0.81,1.184585,0.073481
237,10,572,181,0.759628,0.959514,0.292954,0.959514,0.707046,0.448864,0.809,1.18605,0.074815
237,10,571,182,0.7583,0.959514,0.293317,0.959514,0.706683,0.449289,0.808,1.187518,0.075376
237,10,570,183,0.756972,0.959514,0.29368,0.959514,0.70632,0.449715,0.807,1.188989,0.07615
237,10,569,184,0.755644,0.959514,0.294045,0.959514,0.705955,0.450142,0.806,1.190464,0.076194
237,10,568,185,0.754316,0.959514,0.29441,0.959514,0.70559,0.45057,0.805,1.191943,0.076243
237,10,567,186,0.752988,0.959514,0.294776,0.959514,0.705224,0.450999,0.804,1.193426,0.076566
237,10,566,187,0.75166,0.959514,0.295143,0.959514,0.704857,0.451429,0.803,1.194912,0.076674
237,10,565,188,0.750332,0.959514,0.295511,0.959514,0.704489,0.451859,0.802,1.196402,0.07684
237,10,564,189,0.749004,0.959514,0.29588,0.959514,0.70412,0.45229,0.801,1.197895,0.07719
236,11,564,189,0.749004,0.955466,0.295,0.955466,0.705,0.450812,0.8,1.194332,0.077306
236,11,563,190,0.747676,0.955466,0.295369,0.955466,0.704631,0.451243,0.799,1.195827,0.077438
236,11,562,191,0.746348,0.955466,0.295739,0.955466,0.704261,0.451675,0.798,1.197325,0.077726
236,11,561,192,0.74502,0.955466,0.29611,0.955466,0.70389,0.452107,0.797,1.198828,0.077876
236,11,560,193,0.743692,0.955466,0.296482,0.955466,0.703518,0.452541,0.796,1.200334,0.077879
236,11,559,194,0.742364,0.955466,0.296855,0.955466,0.703145,0.452975,0.795,1.201844,0.078241
236,11,558,195,0.741036,0.955466,0.297229,0.955466,0.702771,0.45341,0.794,1.203357,0.078282
236,11,557,196,0.739708,0.955466,0.297604,0.955466,0.702396,0.453846,0.793,1.204875,0.078306
236,11,556,197,0.73838,0.955466,0.29798,0.955466,0.70202,0.454283,0.792,1.206396,0.078379
236,11,555,198,0.737052,0.955466,0.298357,0.955466,0.701643,0.454721,0.791,1.207921,0.078434
236,11,554,199,0.735724,0.955466,0.298734,0.955466,0.701266,0.455159,0.79,1.20945,0.078514
236,11,553,200,0.734396,0.955466,0.299113,0.955466,0.700887,0.455598,0.789,1.210983,0.078967
236,11,552,201,0.733068,0.955466,0.299492,0.955466,0.700508,0.456039,0.788,1.21252,0.079001
236,11,551,202,0.73174,0.955466,0.299873,0.955466,0.700127,0.45648,0.787,1.21406,0.079349
236,11,550,203,0.730412,0.955466,0.300254,0.955466,0.699746,0.456922,0.786,1.215605,0.079423
236,11,549,204,0.729084,0.955466,0.300637,0.955466,0.699363,0.457364,0.785,1.217154,0.079617
236,11,548,205,0.727756,0.955466,0.30102,0.955466,0.69898,0.457808,0.784,1.218706,0.079674
235,12,548,205,0.727756,0.951417,0.300128,0.951417,0.699872,0.456311,0.783,1.215092,0.079849
235,12,547,206,0.726428,0.951417,0.300512,0.951417,0.699488,0.456754,0.782,1.216646,0.079874
235,12,546,207,0.7251,0.951417,0.300896,0.951417,0.699104,0.457198,0.781,1.218204,0.079974
235,12,545,208,0.723772,0.951417,0.301282,0.951417,0.698718,0.457644,0.78,1.219765,0.079987
235,12,544,209,0.722444,0.951417,0.301669,0.951417,0.698331,0.45809,0.779,1.221331,0.080274
235,12,543,210,0.721116,0.951417,0.302057,0.951417,0.697943,0.458537,0.778,1.222901,0.080501
235,12,542,211,0.719788,0.951417,0.302445,0.951417,0.697555,0.458984,0.777,1.224475,0.080549
235,12,541,212,0.718459,0.951417,0.302835,0.951417,0.697165,0.459433,0.776,1.226053,0.080626
235,12,540,213,0.717131,0.951417,0.303226,0.951417,0.696774,0.459883,0.775,1.227635,0.080667
235,12,539,214,0.715803,0.951417,0.303618,0.951417,0.696382,0.460333,0.774,1.229221,0.08075
235,12,538,215,0.714475,0.951417,0.30401,0.951417,0.69599,0.460784,0.773,1.230811,0.080951
235,12,537,216,0.713147,0.951417,0.304404,0.951417,0.695596,0.461237,0.772,1.232405,0.081691
235,12,536,217,0.711819,0.951417,0.304799,0.951417,0.695201,0.46169,0.771,1.234004,0.081981
235,12,535,218,0.710491,0.951417,0.305195,0.951417,0.694805,0.462144,0.77,1.235606,0.082049
235,12,534,219,0.709163,0.951417,0.305592,0.951417,0.694408,0.462598,0.769,1.237213,0.082181
235,12,533,220,0.707835,0.951417,0.30599,0.951417,0.69401,0.463054,0.768,1.238824,0.082299
235,12,532,221,0.706507,0.951417,0.306389,0.951417,0.693611,0.463511,0.767,1.240439,0.082469
235,12,531,222,0.705179,0.951417,0.306789,0.951417,0.693211,0.463968,0.766,1.242059,0.08248
235,12,530,223,0.703851,0.951417,0.30719,0.951417,0.69281,0.464427,0.765,1.243682,0.083709
235,12,529,224,0.702523,0.951417,0.307592,0.951417,0.692408,0.464886,0.764,1.24531,0.084106
235,12,528,225,0.701195,0.951417,0.307995,0.951417,0.692005,0.465347,0.763,1.246942,0.084201
234,13,528,225,0.701195,0.947368,0.307087,0.947368,0.692913,0.463826,0.762,1.243266,0.084542
234,13,527,226,0.699867,0.947368,0.30749,0.947368,0.69251,0.464286,0.761,1.244899,0.084601
234,13,526,227,0.698539,0.947368,0.307895,0.947368,0.692105,0.464747,0.76,1.246537,0.084706
234,13,525,228,0.697211,0.947368,0.3083,0.947368,0.6917,0.465209,0.759,1.24818,0.08502
234,13,524,229,0.695883,0.947368,0.308707,0.947368,0.691293,0.465672,0.758,1.249826,0.085762
234,13,523,230,0.694555,0.947368,0.309115,0.947368,0.690885,0.466135,0.757,1.251477,0.085795
234,13,522,231,0.693227,0.947368,0.309524,0.947368,0.690476,0.4666,0.756,1.253133,0.085896
234,13,521,232,0.691899,0.947368,0.309934,0.947368,0.690066,0.467066,0.755,1.254793,0.08619
234,13,520,233,0.690571,0.947368,0.310345,0.947368,0.689655,0.467532,0.754,1.256457,0.086256
234,13,519,234,0.689243,0.947368,0.310757,0.947368,0.689243,0.468,0.753,1.258125,0.086383
234,13,518,235,0.687915,0.947368,0.31117,0.947368,0.68883,0.468468,0.752,1.259798,0.087141
234,13,517,236,0.686587,0.947368,0.311585,0.947368,0.688415,0.468938,0.751,1.261476,0.087163
234,13,516,237,0.685259,0.947368,0.312,0.947368,0.688,0.469408,0.75,1.263158,0.087435
234,13,515,238,0.683931,0.947368,0.312417,0.947368,0.687583,0.46988,0.749,1.264844,0.088088
234,13,514,239,0.682603,0.947368,0.312834,0.947368,0.687166,0.470352,0.748,1.266535,0.088515
234,13,513,240,0.681275,0.947368,0.313253,0.947368,0.686747,0.470825,0.747,1.268231,0.088973
234,13,512,241,0.679947,0.947368,0.313673,0.947368,0.686327,0.471299,0.746,1.269931,0.089153
234,13,511,242,0.678619,0.947368,0.314094,0.947368,0.685906,0.471774,0.745,1.271635,0.089404
234,13,510,243,0.677291,0.947368,0.314516,0.947368,0.685484,0.47225,0.744,1.273345,0.089931
234,13,509,244,0.675963,0.947368,0.314939,0.947368,0.685061,0.472727,0.743,1.275058,0.09026
234,13,508,245,0.674635,0.947368,0.315364,0.947368,0.684636,0.473205,0.742,1.276777,0.090366
234,13,507,246,0.673307,0.947368,0.315789,0.947368,0.684211,0.473684,0.741,1.2785,0.090645
234,13,506,247,0.671979,0.947368,0.316216,0.947368,0.683784,0.474164,0.74,1.280228,0.090772
234,13,505,248,0.670651,0.947368,0.316644,0.947368,0.683356,0.474645,0.739,1.28196,0.090909
234,13,504,249,0.669323,0.947368,0.317073,0.947368,0.682927,0.475127,0.738,1.283697,0.091022
234,13,503,250,0.667995,0.947368,0.317503,0.947368,0.682497,0.47561,0.737,1.285439,0.091396
233,14,503,250,0.667995,0.94332,0.316576,0.94332,0.683424,0.474059,0.736,1.281685,0.091749
233,14,502,251,0.666667,0.94332,0.317007,0.94332,0.682993,0.474542,0.735,1.283428,0.092376
233,14,501,252,0.665339,0.94332,0.317439,0.94332,0.682561,0.475025,0.734,1.285177,0.092828
233,14,500,253,0.664011,0.94332,0.317872,0.94332,0.682128,0.47551,0.733,1.28693,0.092915
233,14,499,254,0.662683,0.94332,0.318306,0.94332,0.681694,0.475996,0.732,1.288688,0.092923
233,14,498,255,0.661355,0.94332,0.318741,0.94332,0.681259,0.476483,0.731,1.290451,0.093534
233,14,497,256,0.660027,0.94332,0.319178,0.94332,0.680822,0.47697,0.73,1.292219,0.093729
232,15,497,256,0.660027,0.939271,0.318244,0.939271,0.681756,0.47541,0.729,1.288438,0.093964
232,15,496,257,0.658699,0.939271,0.318681,0.939271,0.681319,0.475897,0.728,1.290208,0.094018
232,15,495,258,0.657371,0.939271,0.31912,0.939271,0.68088,0.476386,0.727,1.291982,0.09444
232,15,494,259,0.656042,0.939271,0.319559,0.939271,0.680441,0.476876,0.726,1.293762,0.094469
232,15,493,260,0.654714,0.939271,0.32,0.939271,0.68,0.477366,0.725,1.295547,0.094646
232,15,492,261,0.653386,0.939271,0.320442,0.939271,0.679558,0.477858,0.724,1.297336,0.094727
232,15,491,262,0.652058,0.939271,0.320885,0.939271,0.679115,0.478351,0.723,1.29913,0.094776
232,15,490,263,0.65073,0.939271,0.32133,0.939271,0.67867,0.478844,0.722,1.30093,0.09488
232,15,489,264,0.649402,0.939271,0.321775,0.939271,0.678225,0.479339,0.721,1.302734,0.095277
232,15,488,265,0.648074,0.939271,0.322222,0.939271,0.677778,0.479835,0.72,1.304543,0.095363
232,15,487,266,0.646746,0.939271,0.32267,0.939271,0.67733,0.480331,0.719,1.306358,0.095439
232,15,486,267,0.645418,0.939271,0.32312,0.939271,0.67688,0.480829,0.718,1.308177,0.095726
232,15,485,268,0.64409,0.939271,0.32357,0.939271,0.67643,0.481328,0.717,1.310002,0.095905
232,15,484,269,0.642762,0.939271,0.324022,0.939271,0.675978,0.481828,0.716,1.311831,0.096138
232,15,483,270,0.641434,0.939271,0.324476,0.939271,0.675524,0.482328,0.715,1.313666,0.096448
232,15,482,271,0.640106,0.939271,0.32493,0.939271,0.67507,0.48283,0.714,1.315506,0.096826
232,15,481,272,0.638778,0.939271,0.325386,0.939271,0.674614,0.483333,0.713,1.317351,0.097209
232,15,480,273,0.63745,0.939271,0.325843,0.939271,0.674157,0.483837,0.712,1.319201,0.097344
232,15,479,274,0.636122,0.939271,0.326301,0.939271,0.673699,0.484342,0.711,1.321057,0.097581
232,15,478,275,0.634794,0.939271,0.326761,0.939271,0.673239,0.484848,0.71,1.322917,0.097583
232,15,477,276,0.633466,0.939271,0.327221,0.939271,0.672779,0.485356,0.709,1.324783,0.097952
232,15,476,277,0.632138,0.939271,0.327684,0.939271,0.672316,0.485864,0.708,1.326654,0.098228
231,16,476,277,0.632138,0.935223,0.326733,0.935223,0.673267,0.484277,0.707,1.322804,0.09847
231,16,475,278,0.63081,0.935223,0.327195,0.935223,0.672805,0.484785,0.706,1.324678,0.098576
231,16,474,279,0.629482,0.935223,0.32766,0.935223,0.67234,0.485294,0.705,1.326557,0.098794
231,16,473,280,0.628154,0.935223,0.328125,0.935223,0.671875,0.485804,0.704,1.328441,0.099081
231,16,472,281,0.626826,0.935223,0.328592,0.935223,0.671408,0.486316,0.703,1.330331,0.099134
230,17,472,281,0.626826,0.931174,0.327635,0.931174,0.672365,0.484721,0.702,1.326459,0.099394
230,17,471,282,0.625498,0.931174,0.328103,0.931174,0.671897,0.485232,0.701,1.328351,0.100005
230,17,470,283,0.62417,0.931174,0.328571,0.931174,0.671429,0.485744,0.7,1.330249,0.100005
230,17,469,284,0.622842,0.931174,0.329041,0.931174,0.670959,0.486258,0.699,1.332152,0.100014
230,17,468,285,0.621514,0.931174,0.329513,0.931174,0.670487,0.486772,0.698,1.33406,0.100214
230,17,467,286,0.620186,0.931174,0.329986,0.931174,0.670014,0.487288,0.697,1.335974,0.100573
230,17,466,287,0.618858,0.931174,0.33046,0.931174,0.66954,0.487805,0.696,1.337894,0.100634
230,17,465,288,0.61753,0.931174,0.330935,0.931174,0.669065,0.488323,0.695,1.339819,0.100647
230,17,464,289,0.616202,0.931174,0.331412,0.931174,0.668588,0.488842,0.694,1.341749,0.100922
230,17,463,290,0.614874,0.931174,0.33189,0.931174,0.66811,0.489362,0.693,1.343686,0.101101
230,17,462,291,0.613546,0.931174,0.33237,0.931174,0.66763,0.489883,0.692,1.345627,0.101206
230,17,461,292,0.612218,0.931174,0.332851,0.931174,0.667149,0.490405,0.691,1.347575,0.101411
230,17,460,293,0.61089,0.931174,0.333333,0.931174,0.666667,0.490928,0.69,1.349528,0.101635
230,17,459,294,0.609562,0.931174,0.333817,0.931174,0.666183,0.491453,0.689,1.351486,0.102049
230,17,458,295,0.608234,0.931174,0.334302,0.931174,0.665698,0.491979,0.688,1.353451,0.10205
229,18,458,295,0.608234,0.927126,0.333333,0.927126,0.666667,0.490364,0.687,1.349528,0.102314
229,18,457,296,0.606906,0.927126,0.333819,0.927126,0.666181,0.49089,0.686,1.351495,0.102346
229,18,456,297,0.605578,0.927126,0.334307,0.927126,0.665693,0.491416,0.685,1.353468,0.102367
229,18,455,298,0.60425,0.927126,0.334795,0.927126,0.665205,0.491944,0.684,1.355447,0.102862
229,18,454,299,0.602922,0.927126,0.335286,0.927126,0.664714,0.492473,0.683,1.357431,0.102944
229,18,453,300,0.601594,0.927126,0.335777,0.927126,0.664223,0.493003,0.682,1.359422,0.103005
229,18,452,301,0.600266,0.927126,0.33627,0.927126,0.66373,0.493534,0.681,1.361418,0.103009
229,18,451,302,0.598938,0.927126,0.336765,0.927126,0.663235,0.494067,0.68,1.36342,0.103209
229,18,450,303,0.59761,0.927126,0.337261,0.927126,0.662739,0.4946,0.679,1.365428,0.103901
228,19,450,303,0.59761,0.923077,0.336283,0.923077,0.663717,0.492973,0.678,1.36147,0.10431
228,19,449,304,0.596282,0.923077,0.33678,0.923077,0.66322,0.493506,0.677,1.363481,0.104503
228,19,448,305,0.594954,0.923077,0.337278,0.923077,0.662722,0.494041,0.676,1.365498,0.10487
228,19,447,306,0.593625,0.923077,0.337778,0.923077,0.662222,0.494577,0.675,1.367521,0.105007
228,19,446,307,0.592297,0.923077,0.338279,0.923077,0.661721,0.495114,0.674,1.36955,0.105337
228,19,445,308,0.590969,0.923077,0.338782,0.923077,0.661218,0.495652,0.673,1.371585,0.105609
228,19,444,309,0.589641,0.923077,0.339286,0.923077,0.660714,0.496192,0.672,1.373626,0.105686
228,19,443,310,0.588313,0.923077,0.339791,0.923077,0.660209,0.496732,0.671,1.375674,0.105823
228,19,442,311,0.586985,0.923077,0.340299,0.923077,0.659701,0.497274,0.67,1.377727,0.105903
228,19,441,312,0.585657,0.923077,0.340807,0.923077,0.659193,0.497817,0.669,1.379786,0.106359
228,19,440,313,0.584329,0.923077,0.341317,0.923077,0.658683,0.498361,0.668,1.381852,0.106685
228,19,439,314,0.583001,0.923077,0.341829,0.923077,0.658171,0.498906,0.667,1.383923,0.10676
228,19,438,315,0.581673,0.923077,0.342342,0.923077,0.657658,0.499452,0.666,1.386001,0.106967
228,19,437,316,0.580345,0.923077,0.342857,0.923077,0.657143,0.5,0.665,1.388086,0.107767
228,19,436,317,0.579017,0.923077,0.343373,0.923077,0.656627,0.500549,0.664,1.390176,0.107935
228,19,435,318,0.577689,0.923077,0.343891,0.923077,0.656109,0.501099,0.663,1.392273,0.108114
228,19,434,319,0.576361,0.923077,0.344411,0.923077,0.655589,0.50165,0.662,1.394376,0.108399
228,19,433,320,0.575033,0.923077,0.344932,0.923077,0.655068,0.502203,0.661,1.396486,0.108904
228,19,432,321,0.573705,0.923077,0.345455,0.923077,0.654545,0.502756,0.66,1.398601,0.10899
228,19,431,322,0.572377,0.923077,0.345979,0.923077,0.654021,0.503311,0.659,1.400724,0.109364
228,19,430,323,0.571049,0.923077,0.346505,0.923077,0.653495,0.503867,0.658,1.402852,0.109637
228,19,429,324,0.569721,0.923077,0.347032,0.923077,0.652968,0.504425,0.657,1.404988,0.109642
228,19,428,325,0.568393,0.923077,0.347561,0.923077,0.652439,0.504983,0.656,1.407129,0.110022
228,19,427,326,0.567065,0.923077,0.348092,0.923077,0.651908,0.505543,0.655,1.409278,0.110499
228,19,426,327,0.565737,0.923077,0.348624,0.923077,0.651376,0.506104,0.654,1.411433,0.11069
228,19,425,328,0.564409,0.923077,0.349158,0.923077,0.650842,0.506667,0.653,1.413594,0.11088
228,19,424,329,0.563081,0.923077,0.349693,0.923077,0.650307,0.50723,0.652,1.415762,0.111323
228,19,423,330,0.561753,0.923077,0.35023,0.923077,0.64977,0.507795,0.651,1.417937,0.112002
228,19,422,331,0.560425,0.923077,0.350769,0.923077,0.649231,0.508361,0.65,1.420118,0.11206
228,19,421,332,0.559097,0.923077,0.35131,0.923077,0.64869,0.508929,0.649,1.422307,0.112575
228,19,420,333,0.557769,0.923077,0.351852,0.923077,0.648148,0.509497,0.648,1.424501,0.113271
228,19,419,334,0.556441,0.923077,0.352396,0.923077,0.647604,0.510067,0.647,1.426703,0.11346
228,19,418,335,0.555113,0.923077,0.352941,0.923077,0.647059,0.510638,0.646,1.428912,0.113811
228,19,417,336,0.553785,0.923077,0.353488,0.923077,0.646512,0.511211,0.645,1.431127,0.114511
228,19,416,337,0.552457,0.923077,0.354037,0.923077,0.645963,0.511785,0.644,1.433349,0.114693
228,19,415,338,0.551129,0.923077,0.354588,0.923077,0.645412,0.51236,0.643,1.435578,0.114798
228,19,414,339,0.549801,0.923077,0.35514,0.923077,0.64486,0.512936,0.642,1.437815,0.115577
228,19,413,340,0.548473,0.923077,0.355694,0.923077,0.644306,0.513514,0.641,1.440058,0.11558
228,19,412,341,0.547145,0.923077,0.35625,0.923077,0.64375,0.514092,0.64,1.442308,0.115634
228,19,411,342,0.545817,0.923077,0.356808,0.923077,0.643192,0.514673,0.639,1.444565,0.11595
228,19,410,343,0.544489,0.923077,0.357367,0.923077,0.642633,0.515254,0.638,1.446829,0.116166
228,19,409,344,0.543161,0.923077,0.357928,0.923077,0.642072,0.515837,0.637,1.4491,0.116592
228,19,408,345,0.541833,0.923077,0.358491,0.923077,0.641509,0.516421,0.636,1.451379,0.116611
228,19,407,346,0.540505,0.923077,0.359055,0.923077,0.640945,0.517007,0.635,1.453664,0.116885
228,19,406,347,0.539177,0.923077,0.359621,0.923077,0.640379,0.517594,0.634,1.455957,0.116919
228,19,405,348,0.537849,0.923077,0.36019,0.923077,0.63981,0.518182,0.633,1.458257,0.117132
228,19,404,349,0.536521,0.923077,0.360759,0.923077,0.639241,0.518771,0.632,1.460565,0.117369
228,19,403,350,0.535193,0.923077,0.361331,0.923077,0.638669,0.519362,0.631,1.462879,0.117377
228,19,402,351,0.533865,0.923077,0.361905,0.923077,0.638095,0.519954,0.63,1.465201,0.117688
228,19,401,352,0.532537,0.923077,0.36248,0.923077,0.63752,0.520548,0.629,1.467531,0.118134
228,19,400,353,0.531208,0.923077,0.363057,0.923077,0.636943,0.521143,0.628,1.469868,0.118668
228,19,399,354,0.52988,0.923077,0.363636,0.923077,0.636364,0.521739,0.627,1.472212,0.120631
228,19,398,355,0.528552,0.923077,0.364217,0.923077,0.635783,0.522337,0.626,1.474564,0.120864
228,19,397,356,0.527224,0.923077,0.3648,0.923077,0.6352,0.522936,0.625,1.476923,0.120889
228,19,396,357,0.525896,0.923077,0.365385,0.923077,0.634615,0.523536,0.624,1.47929,0.12093
228,19,395,358,0.524568,0.923077,0.365971,0.923077,0.634029,0.524138,0.623,1.481664,0.121311
228,19,394,359,0.52324,0.923077,0.366559,0.923077,0.633441,0.524741,0.622,1.484047,0.121534
228,19,393,360,0.521912,0.923077,0.36715,0.923077,0.63285,0.525346,0.621,1.486436,0.121831
228,19,392,361,0.520584,0.923077,0.367742,0.923077,0.632258,0.525952,0.62,1.488834,0.122087
228,19,391,362,0.519256,0.923077,0.368336,0.923077,0.631664,0.526559,0.619,1.491239,0.122288
227,20,391,362,0.519256,0.919028,0.367314,0.919028,0.632686,0.524855,0.618,1.487101,0.122338
227,20,390,363,0.517928,0.919028,0.367909,0.919028,0.632091,0.525463,0.617,1.489511,0.122686
227,20,389,364,0.5166,0.919028,0.368506,0.919028,0.631494,0.526072,0.616,1.491929,0.122782
227,20,388,365,0.515272,0.919028,0.369106,0.919028,0.630894,0.526682,0.615,1.494355,0.122842
227,20,387,366,0.513944,0.919028,0.369707,0.919028,0.630293,0.527294,0.614,1.496789,0.123102
227,20,386,367,0.512616,0.919028,0.37031,0.919028,0.62969,0.527907,0.613,1.499231,0.124223
227,20,385,368,0.511288,0.919028,0.370915,0.919028,0.629085,0.528522,0.612,1.50168,0.125336
227,20,384,369,0.50996,0.919028,0.371522,0.919028,0.628478,0.529138,0.611,1.504138,0.125792
227,20,383,370,0.508632,0.919028,0.372131,0.919028,0.627869,0.529755,0.61,1.506604,0.125855
227,20,382,371,0.507304,0.919028,0.372742,0.919028,0.627258,0.530374,0.609,1.509078,0.125953
227,20,381,372,0.505976,0.919028,0.373355,0.919028,0.626645,0.530994,0.608,1.51156,0.127704
227,20,380,373,0.504648,0.919028,0.37397,0.919028,0.62603,0.531616,0.607,1.51405,0.127725
227,20,379,374,0.50332,0.919028,0.374587,0.919028,0.625413,0.532239,0.606,1.516548,0.128381
227,20,378,375,0.501992,0.919028,0.375207,0.919028,0.624793,0.532864,0.605,1.519055,0.129448
227,20,377,376,0.500664,0.919028,0.375828,0.919028,0.624172,0.53349,0.604,1.52157,0.130077
227,20,376,377,0.499336,0.919028,0.376451,0.919028,0.623549,0.534118,0.603,1.524093,0.130196
226,21,376,377,0.499336,0.91498,0.375415,0.91498,0.624585,0.532391,0.602,1.5199,0.130266
226,21,375,378,0.498008,0.91498,0.37604,0.91498,0.62396,0.533019,0.601,1.522429,0.130339
226,21,374,379,0.49668,0.91498,0.376667,0.91498,0.623333,0.533648,0.6,1.524966,0.130973
226,21,373,380,0.495352,0.91498,0.377295,0.91498,0.622705,0.534279,0.599,1.527512,0.131282
226,21,372,381,0.494024,0.91498,0.377926,0.91498,0.622074,0.534911,0.598,1.530066,0.131412
226,21,371,382,0.492696,0.91498,0.378559,0.91498,0.621441,0.535545,0.597,1.532629,0.131691
226,21,370,383,0.491368,0.91498,0.379195,0.91498,0.620805,0.53618,0.596,1.535201,0.13173
225,22,370,383,0.491368,0.910931,0.378151,0.910931,0.621849,0.534442,0.595,1.530977,0.131785
225,22,369,384,0.49004,0.910931,0.378788,0.910931,0.621212,0.535077,0.594,1.533554,0.13217
225,22,368,385,0.488712,0.910931,0.379427,0.910931,0.620573,0.535714,0.593,1.53614,0.132291
225,22,367,386,0.487384,0.910931,0.380068,0.910931,0.619932,0.536353,0.592,1.538735,0.132328
225,22,366,387,0.486056,0.910931,0.380711,0.910931,0.619289,0.536993,0.591,1.541339,0.132903
225,22,365,388,0.484728,0.910931,0.381356,0.910931,0.618644,0.537634,0.59,1.543951,0.133381
225,22,364,389,0.4834,0.910931,0.382003,0.910931,0.617997,0.538278,0.589,1.546572,0.13464
225,22,363,390,0.482072,0.910931,0.382653,0.910931,0.617347,0.538922,0.588,1.549203,0.135545
225,22,362,391,0.480744,0.910931,0.383305,0.910931,0.616695,0.539568,0.587,1.551842,0.13569
225,22,361,392,0.479416,0.910931,0.383959,0.910931,0.616041,0.540216,0.586,1.55449,0.136269
225,22,360,393,0.478088,0.910931,0.384615,0.910931,0.615385,0.540865,0.585,1.557147,0.136619
225,22,359,394,0.47676,0.910931,0.385274,0.910931,0.614726,0.541516,0.584,1.559814,0.136847
225,22,358,395,0.475432,0.910931,0.385935,0.910931,0.614065,0.542169,0.583,1.562489,0.137948
225,22,357,396,0.474104,0.910931,0.386598,0.910931,0.613402,0.542823,0.582,1.565174,0.13855
224,23,357,396,0.474104,0.906883,0.385542,0.906883,0.614458,0.541063,0.581,1.560899,0.138765
224,23,356,397,0.472776,0.906883,0.386207,0.906883,0.613793,0.541717,0.58,1.563591,0.138947
224,23,355,398,0.471448,0.906883,0.386874,0.906883,0.613126,0.542373,0.579,1.566291,0.138958
224,23,354,399,0.47012,0.906883,0.387543,0.906883,0.612457,0.54303,0.578,1.569001,0.14057
224,23,353,400,0.468792,0.906883,0.388215,0.906883,0.611785,0.543689,0.577,1.57172,0.140696
224,23,352,401,0.467463,0.906883,0.388889,0.906883,0.611111,0.54435,0.576,1.574449,0.141042
224,23,351,402,0.466135,0.906883,0.389565,0.906883,0.610435,0.545012,0.575,1.577187,0.141216
224,23,350,403,0.464807,0.906883,0.390244,0.906883,0.609756,0.545676,0.574,1.579935,0.142481
224,23,349,404,0.463479,0.906883,0.390925,0.906883,0.609075,0.546341,0.573,1.582692,0.142957
224,23,348,405,0.462151,0.906883,0.391608,0.906883,0.608392,0.547009,0.572,1.585459,0.14318
224,23,347,406,0.460823,0.906883,0.392294,0.906883,0.607706,0.547677,0.571,1.588236,0.143322
224,23,346,407,0.459495,0.906883,0.392982,0.906883,0.607018,0.548348,0.57,1.591022,0.14347
224,23,345,408,0.458167,0.906883,0.393673,0.906883,0.606327,0.54902,0.569,1.593818,0.143489
224,23,344,409,0.456839,0.906883,0.394366,0.906883,0.605634,0.549693,0.568,1.596624,0.144307
224,23,343,410,0.455511,0.906883,0.395062,0.906883,0.604938,0.550369,0.567,1.59944,0.144308
224,23,342,411,0.454183,0.906883,0.39576,0.906883,0.60424,0.551046,0.566,1.602266,0.144344
224,23,341,412,0.452855,0.906883,0.39646,0.906883,0.60354,0.551724,0.565,1.605102,0.144616
224,23,340,413,0.451527,0.906883,0.397163,0.906883,0.602837,0.552404,0.564,1.607948,0.144821
224,23,339,414,0.450199,0.906883,0.397869,0.906883,0.602131,0.553086,0.563,1.610804,0.144863
224,23,338,415,0.448871,0.906883,0.398577,0.906883,0.601423,0.55377,0.562,1.61367,0.145091
224,23,337,416,0.447543,0.906883,0.399287,0.906883,0.600713,0.554455,0.561,1.616547,0.14589
224,23,336,417,0.446215,0.906883,0.4,0.906883,0.6,0.555143,0.56,1.619433,0.147544
224,23,335,418,0.444887,0.906883,0.400716,0.906883,0.599284,0.555831,0.559,1.62233,0.147716
224,23,334,419,0.443559,0.906883,0.401434,0.906883,0.598566,0.556522,0.558,1.625238,0.147882
224,23,333,420,0.442231,0.906883,0.402154,0.906883,0.597846,0.557214,0.557,1.628155,0.147922
224,23,332,421,0.440903,0.906883,0.402878,0.906883,0.597122,0.557908,0.556,1.631084,0.148582
224,23,331,422,0.439575,0.906883,0.403604,0.906883,0.596396,0.558603,0.555,1.634023,0.149926
