@relation 'datasets_45152_82501_insurance_claims-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R3-4,18,24-25-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 10'

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
185,62,107,646,0.142098,0.748988,0.633562,0.748988,0.366438,0.686456,0.292,2.565027,0.346073
184,63,107,646,0.142098,0.744939,0.632302,0.744939,0.367698,0.684015,0.291,2.559929,0.346902
183,64,107,646,0.142098,0.740891,0.631034,0.740891,0.368966,0.681564,0.29,2.554795,0.348981
182,65,107,646,0.142098,0.736842,0.629758,0.736842,0.370242,0.679104,0.289,2.549627,0.350678
182,65,106,647,0.14077,0.736842,0.631944,0.736842,0.368056,0.680374,0.288,2.55848,0.353627
182,65,105,648,0.139442,0.736842,0.634146,0.736842,0.365854,0.681648,0.287,2.567394,0.353671
182,65,104,649,0.138114,0.736842,0.636364,0.736842,0.363636,0.682927,0.286,2.576371,0.354513
182,65,103,650,0.136786,0.736842,0.638596,0.736842,0.361404,0.684211,0.285,2.585411,0.354712
181,66,103,650,0.136786,0.732794,0.637324,0.732794,0.362676,0.681733,0.284,2.580259,0.356133
180,67,103,650,0.136786,0.728745,0.636042,0.728745,0.363958,0.679245,0.283,2.57507,0.356206
180,67,102,651,0.135458,0.728745,0.638298,0.728745,0.361702,0.680529,0.282,2.584202,0.356934
180,67,101,652,0.13413,0.728745,0.640569,0.728745,0.359431,0.681818,0.281,2.593398,0.357312
180,67,100,653,0.132802,0.728745,0.642857,0.728745,0.357143,0.683112,0.28,2.60266,0.359123
180,67,99,654,0.131474,0.728745,0.645161,0.728745,0.354839,0.684411,0.279,2.611989,0.360106
179,68,99,654,0.131474,0.724696,0.643885,0.724696,0.356115,0.681905,0.278,2.606821,0.36078
179,68,98,655,0.130146,0.724696,0.646209,0.724696,0.353791,0.683206,0.277,2.616232,0.361728
179,68,97,656,0.128818,0.724696,0.648551,0.724696,0.351449,0.684512,0.276,2.625711,0.363751
178,69,97,656,0.128818,0.720648,0.647273,0.720648,0.352727,0.681992,0.275,2.620537,0.363974
178,69,96,657,0.12749,0.720648,0.649635,0.720648,0.350365,0.683301,0.274,2.630101,0.364634
178,69,95,658,0.126162,0.720648,0.652015,0.720648,0.347985,0.684615,0.273,2.639735,0.368541
178,69,94,659,0.124834,0.720648,0.654412,0.720648,0.345588,0.685934,0.272,2.64944,0.369295
177,70,94,659,0.124834,0.716599,0.653137,0.716599,0.346863,0.683398,0.271,2.644277,0.369535
177,70,93,660,0.123506,0.716599,0.655556,0.716599,0.344444,0.68472,0.27,2.654071,0.371822
176,71,93,660,0.123506,0.712551,0.654275,0.712551,0.345725,0.682171,0.269,2.648887,0.372933
175,72,93,660,0.123506,0.708502,0.652985,0.708502,0.347015,0.679612,0.268,2.643664,0.375002
175,72,92,661,0.122178,0.708502,0.655431,0.708502,0.344569,0.680934,0.267,2.653566,0.376714
174,73,92,661,0.122178,0.704453,0.654135,0.704453,0.345865,0.678363,0.266,2.648321,0.378199
173,74,92,661,0.122178,0.700405,0.65283,0.700405,0.34717,0.675781,0.265,2.643037,0.382749
172,75,92,661,0.122178,0.696356,0.651515,0.696356,0.348485,0.67319,0.264,2.637713,0.384219
172,75,91,662,0.12085,0.696356,0.653992,0.696356,0.346008,0.67451,0.263,2.647742,0.385277
171,76,91,662,0.12085,0.692308,0.652672,0.692308,0.347328,0.671906,0.262,2.642396,0.385664
171,76,90,663,0.119522,0.692308,0.655172,0.692308,0.344828,0.673228,0.261,2.65252,0.388448
170,77,90,663,0.119522,0.688259,0.653846,0.688259,0.346154,0.670611,0.26,2.64715,0.394435
170,77,89,664,0.118194,0.688259,0.656371,0.688259,0.343629,0.671937,0.259,2.657371,0.395422
169,78,89,664,0.118194,0.684211,0.655039,0.684211,0.344961,0.669307,0.258,2.651979,0.395623
168,79,89,664,0.118194,0.680162,0.653696,0.680162,0.346304,0.666667,0.257,2.646545,0.395651
168,79,88,665,0.116866,0.680162,0.65625,0.680162,0.34375,0.667992,0.256,2.656883,0.395919
167,80,88,665,0.116866,0.676113,0.654902,0.676113,0.345098,0.665339,0.255,2.651425,0.398128
166,81,88,665,0.116866,0.672065,0.653543,0.672065,0.346457,0.662675,0.254,2.645924,0.39844
165,82,88,665,0.116866,0.668016,0.652174,0.668016,0.347826,0.66,0.253,2.64038,0.398729
165,82,87,666,0.115538,0.668016,0.654762,0.668016,0.345238,0.661323,0.252,2.650858,0.39913
164,83,87,666,0.115538,0.663968,0.653386,0.663968,0.346614,0.658635,0.251,2.645289,0.399573
163,84,87,666,0.115538,0.659919,0.652,0.659919,0.348,0.655936,0.25,2.639676,0.401162
162,85,87,666,0.115538,0.65587,0.650602,0.65587,0.349398,0.653226,0.249,2.634018,0.401646
162,85,86,667,0.11421,0.65587,0.653226,0.65587,0.346774,0.654545,0.248,2.644639,0.401757
162,85,85,668,0.112882,0.65587,0.65587,0.65587,0.34413,0.65587,0.247,2.655346,0.40469
161,86,85,668,0.112882,0.651822,0.654472,0.651822,0.345528,0.653144,0.246,2.649682,0.405112
161,86,84,669,0.111554,0.651822,0.657143,0.651822,0.342857,0.654472,0.245,2.660497,0.406646
160,87,84,669,0.111554,0.647773,0.655738,0.647773,0.344262,0.651731,0.244,2.654809,0.411026
160,87,83,670,0.110226,0.647773,0.658436,0.647773,0.341564,0.653061,0.243,2.665734,0.411235
160,87,82,671,0.108898,0.647773,0.661157,0.647773,0.338843,0.654397,0.242,2.676749,0.413567
159,88,82,671,0.108898,0.643725,0.659751,0.643725,0.340249,0.651639,0.241,2.671057,0.415058
159,88,81,672,0.10757,0.643725,0.6625,0.643725,0.3375,0.652977,0.24,2.682186,0.417494
158,89,81,672,0.10757,0.639676,0.661088,0.639676,0.338912,0.650206,0.239,2.676469,0.418016
158,89,80,673,0.106242,0.639676,0.663866,0.639676,0.336134,0.651546,0.238,2.687715,0.419108
158,89,79,674,0.104914,0.639676,0.666667,0.639676,0.333333,0.652893,0.237,2.699055,0.422794
158,89,78,675,0.103586,0.639676,0.669492,0.639676,0.330508,0.654244,0.236,2.710492,0.423447
157,90,78,675,0.103586,0.635628,0.668085,0.635628,0.331915,0.651452,0.235,2.704798,0.426205
157,90,77,676,0.102258,0.635628,0.67094,0.635628,0.32906,0.652807,0.234,2.716357,0.426693
157,90,76,677,0.10093,0.635628,0.67382,0.635628,0.32618,0.654167,0.233,2.728015,0.428644
156,91,76,677,0.10093,0.631579,0.672414,0.631579,0.327586,0.651357,0.232,2.722323,0.428994
155,92,76,677,0.10093,0.62753,0.670996,0.62753,0.329004,0.648536,0.231,2.716582,0.42984
154,93,76,677,0.10093,0.623482,0.669565,0.623482,0.330435,0.645702,0.23,2.71079,0.430143
153,94,76,677,0.10093,0.619433,0.668122,0.619433,0.331878,0.642857,0.229,2.704948,0.430732
153,94,75,678,0.099602,0.619433,0.671053,0.619433,0.328947,0.644211,0.228,2.716812,0.431382
152,95,75,678,0.099602,0.615385,0.669604,0.615385,0.330396,0.64135,0.227,2.710945,0.431532
151,96,75,678,0.099602,0.611336,0.668142,0.611336,0.331858,0.638478,0.226,2.705027,0.432288
150,97,75,678,0.099602,0.607287,0.666667,0.607287,0.333333,0.635593,0.225,2.699055,0.433744
149,98,75,678,0.099602,0.603239,0.665179,0.603239,0.334821,0.632696,0.224,2.693031,0.434625
148,99,75,678,0.099602,0.59919,0.663677,0.59919,0.336323,0.629787,0.223,2.686952,0.435315
148,99,74,679,0.098274,0.59919,0.666667,0.59919,0.333333,0.63113,0.222,2.699055,0.436051
147,100,74,679,0.098274,0.595142,0.665158,0.595142,0.334842,0.628205,0.221,2.692949,0.43709
146,101,74,679,0.098274,0.591093,0.663636,0.591093,0.336364,0.625268,0.22,2.686787,0.437878
145,102,74,679,0.098274,0.587045,0.6621,0.587045,0.3379,0.622318,0.219,2.680569,0.439564
145,102,73,680,0.096946,0.587045,0.665138,0.587045,0.334862,0.623656,0.218,2.692865,0.439719
144,103,73,680,0.096946,0.582996,0.663594,0.582996,0.336406,0.62069,0.217,2.686617,0.440858
144,103,72,681,0.095618,0.582996,0.666667,0.582996,0.333333,0.62203,0.216,2.699055,0.442695
144,103,71,682,0.09429,0.582996,0.669767,0.582996,0.330233,0.623377,0.215,2.711609,0.443182
143,104,71,682,0.09429,0.578947,0.668224,0.578947,0.331776,0.62039,0.214,2.705362,0.445904
142,105,71,682,0.09429,0.574899,0.666667,0.574899,0.333333,0.617391,0.213,2.699055,0.447502
141,106,71,682,0.09429,0.57085,0.665094,0.57085,0.334906,0.614379,0.212,2.69269,0.448712
140,107,71,682,0.09429,0.566802,0.663507,0.566802,0.336493,0.611354,0.211,2.686264,0.450862
140,107,70,683,0.092961,0.566802,0.666667,0.566802,0.333333,0.612691,0.21,2.699055,0.450881
140,107,69,684,0.091633,0.566802,0.669856,0.566802,0.330144,0.614035,0.209,2.711969,0.451631
140,107,68,685,0.090305,0.566802,0.673077,0.566802,0.326923,0.615385,0.208,2.725008,0.452192
139,108,68,685,0.090305,0.562753,0.671498,0.562753,0.328502,0.612335,0.207,2.718614,0.453154
139,108,67,686,0.088977,0.562753,0.674757,0.562753,0.325243,0.613687,0.206,2.731811,0.453849
138,109,67,686,0.088977,0.558704,0.673171,0.558704,0.326829,0.610619,0.205,2.725388,0.453948
138,109,66,687,0.087649,0.558704,0.676471,0.558704,0.323529,0.611973,0.204,2.738747,0.454072
137,110,66,687,0.087649,0.554656,0.674877,0.554656,0.325123,0.608889,0.203,2.732295,0.455639
136,111,66,687,0.087649,0.550607,0.673267,0.550607,0.326733,0.605791,0.202,2.725779,0.458321
136,111,65,688,0.086321,0.550607,0.676617,0.550607,0.323383,0.607143,0.201,2.73934,0.458365
136,111,64,689,0.084993,0.550607,0.68,0.550607,0.32,0.608501,0.2,2.753036,0.458515
135,112,64,689,0.084993,0.546559,0.678392,0.546559,0.321608,0.605381,0.199,2.746526,0.459342
135,112,63,690,0.083665,0.546559,0.681818,0.546559,0.318182,0.606742,0.198,2.760397,0.459995
134,113,63,690,0.083665,0.54251,0.680203,0.54251,0.319797,0.603604,0.197,2.753858,0.461519
133,114,63,690,0.083665,0.538462,0.678571,0.538462,0.321429,0.600451,0.196,2.747253,0.462799
133,114,62,691,0.082337,0.538462,0.682051,0.538462,0.317949,0.60181,0.195,2.761341,0.464763
132,115,62,691,0.082337,0.534413,0.680412,0.534413,0.319588,0.598639,0.194,2.754706,0.465213
132,115,61,692,0.081009,0.534413,0.683938,0.534413,0.316062,0.6,0.193,2.768979,0.465871
131,116,61,692,0.081009,0.530364,0.682292,0.530364,0.317708,0.596811,0.192,2.762314,0.466624
131,116,60,693,0.079681,0.530364,0.685864,0.530364,0.314136,0.598174,0.191,2.776777,0.466952
131,116,59,694,0.078353,0.530364,0.689474,0.530364,0.310526,0.599542,0.19,2.791391,0.467097
130,117,59,694,0.078353,0.526316,0.687831,0.526316,0.312169,0.59633,0.189,2.78474,0.467315
129,118,59,694,0.078353,0.522267,0.68617,0.522267,0.31383,0.593103,0.188,2.778017,0.46736
128,119,59,694,0.078353,0.518219,0.684492,0.518219,0.315508,0.589862,0.187,2.771223,0.468092
127,120,59,694,0.078353,0.51417,0.682796,0.51417,0.317204,0.586605,0.186,2.764355,0.46833
126,121,59,694,0.078353,0.510121,0.681081,0.510121,0.318919,0.583333,0.185,2.757413,0.468612
125,122,59,694,0.078353,0.506073,0.679348,0.506073,0.320652,0.580046,0.184,2.750396,0.469096
124,123,59,694,0.078353,0.502024,0.677596,0.502024,0.322404,0.576744,0.183,2.743302,0.469562
123,124,59,694,0.078353,0.497976,0.675824,0.497976,0.324176,0.573427,0.182,2.73613,0.469741
123,124,58,695,0.077025,0.497976,0.679558,0.497976,0.320442,0.574766,0.181,2.751247,0.471161
122,125,58,695,0.077025,0.493927,0.677778,0.493927,0.322222,0.571429,0.18,2.74404,0.472049
121,126,58,695,0.077025,0.489879,0.675978,0.489879,0.324022,0.568075,0.179,2.736752,0.472795
121,126,57,696,0.075697,0.489879,0.679775,0.489879,0.320225,0.569412,0.178,2.752127,0.475195
121,126,56,697,0.074369,0.489879,0.683616,0.489879,0.316384,0.570755,0.177,2.767675,0.475783
121,126,55,698,0.073041,0.489879,0.6875,0.489879,0.3125,0.572104,0.176,2.783401,0.478156
120,127,55,698,0.073041,0.48583,0.685714,0.48583,0.314286,0.56872,0.175,2.776171,0.479852
119,128,55,698,0.073041,0.481781,0.683908,0.481781,0.316092,0.565321,0.174,2.768858,0.480338
118,129,55,698,0.073041,0.477733,0.682081,0.477733,0.317919,0.561905,0.173,2.761461,0.483272
117,130,55,698,0.073041,0.473684,0.680233,0.473684,0.319767,0.558473,0.172,2.753978,0.483363
116,131,55,698,0.073041,0.469636,0.678363,0.469636,0.321637,0.555024,0.171,2.746407,0.484213
116,131,54,699,0.071713,0.469636,0.682353,0.469636,0.317647,0.556355,0.17,2.762563,0.485907
116,131,53,700,0.070385,0.469636,0.686391,0.469636,0.313609,0.557692,0.169,2.778909,0.486711
115,132,53,700,0.070385,0.465587,0.684524,0.465587,0.315476,0.554217,0.168,2.771351,0.487355
115,132,52,701,0.069057,0.465587,0.688623,0.465587,0.311377,0.555556,0.167,2.787946,0.490385
114,133,52,701,0.069057,0.461538,0.686747,0.461538,0.313253,0.552058,0.166,2.780352,0.491962
113,134,52,701,0.069057,0.45749,0.684848,0.45749,0.315152,0.548544,0.165,2.772666,0.492392
112,135,52,701,0.069057,0.453441,0.682927,0.453441,0.317073,0.545012,0.164,2.764886,0.492735
111,136,52,701,0.069057,0.449393,0.680982,0.449393,0.319018,0.541463,0.163,2.757011,0.494356
110,137,52,701,0.069057,0.445344,0.679012,0.445344,0.320988,0.537897,0.162,2.749038,0.494476
109,138,52,701,0.069057,0.441296,0.677019,0.441296,0.322981,0.534314,0.161,2.740966,0.495354
108,139,52,701,0.069057,0.437247,0.675,0.437247,0.325,0.530713,0.16,2.732794,0.495391
107,140,52,701,0.069057,0.433198,0.672956,0.433198,0.327044,0.527094,0.159,2.724518,0.497103
107,140,51,702,0.067729,0.433198,0.677215,0.433198,0.322785,0.528395,0.158,2.741762,0.49888
106,141,51,702,0.067729,0.42915,0.675159,0.42915,0.324841,0.524752,0.157,2.733438,0.499317
106,141,50,703,0.066401,0.42915,0.679487,0.42915,0.320513,0.526055,0.156,2.75096,0.500344
105,142,50,703,0.066401,0.425101,0.677419,0.425101,0.322581,0.522388,0.155,2.742588,0.500911
104,143,50,703,0.066401,0.421053,0.675325,0.421053,0.324675,0.518703,0.154,2.734108,0.503939
103,144,50,703,0.066401,0.417004,0.673203,0.417004,0.326797,0.515,0.153,2.725517,0.504312
102,145,50,703,0.066401,0.412955,0.671053,0.412955,0.328947,0.511278,0.152,2.716812,0.5052
101,146,50,703,0.066401,0.408907,0.668874,0.408907,0.331126,0.507538,0.151,2.707993,0.506149
100,147,50,703,0.066401,0.404858,0.666667,0.404858,0.333333,0.503778,0.15,2.699055,0.508846
100,147,49,704,0.065073,0.404858,0.671141,0.404858,0.328859,0.505051,0.149,2.71717,0.509636
100,147,48,705,0.063745,0.404858,0.675676,0.404858,0.324324,0.506329,0.148,2.735529,0.509868
99,148,48,705,0.063745,0.40081,0.673469,0.40081,0.326531,0.502538,0.147,2.726597,0.510928
98,149,48,705,0.063745,0.396761,0.671233,0.396761,0.328767,0.498728,0.146,2.717542,0.511248
97,150,48,705,0.063745,0.392713,0.668966,0.392713,0.331034,0.494898,0.145,2.708362,0.511684
96,151,48,705,0.063745,0.388664,0.666667,0.388664,0.333333,0.491049,0.144,2.699055,0.512442
96,151,47,706,0.062417,0.388664,0.671329,0.388664,0.328671,0.492308,0.143,2.71793,0.51385
96,151,46,707,0.061089,0.388664,0.676056,0.388664,0.323944,0.493573,0.142,2.73707,0.517177
96,151,45,708,0.059761,0.388664,0.680851,0.388664,0.319149,0.494845,0.141,2.756482,0.520103
95,152,45,708,0.059761,0.384615,0.678571,0.384615,0.321429,0.490956,0.14,2.747253,0.520116
95,152,44,709,0.058433,0.384615,0.683453,0.384615,0.316547,0.492228,0.139,2.767017,0.520571
94,153,44,709,0.058433,0.380567,0.681159,0.380567,0.318841,0.488312,0.138,2.75773,0.5224
93,154,44,709,0.058433,0.376518,0.678832,0.376518,0.321168,0.484375,0.137,2.748308,0.522448
93,154,43,710,0.057105,0.376518,0.683824,0.376518,0.316176,0.48564,0.136,2.768516,0.525741
92,155,43,710,0.057105,0.37247,0.681481,0.37247,0.318519,0.481675,0.135,2.759034,0.527272
91,156,43,710,0.057105,0.368421,0.679104,0.368421,0.320896,0.47769,0.134,2.749411,0.528681
90,157,43,710,0.057105,0.364372,0.676692,0.364372,0.323308,0.473684,0.133,2.739643,0.53043
89,158,43,710,0.057105,0.360324,0.674242,0.360324,0.325758,0.469657,0.132,2.729726,0.531611
89,158,42,711,0.055777,0.360324,0.679389,0.360324,0.320611,0.470899,0.131,2.750564,0.532857
88,159,42,711,0.055777,0.356275,0.676923,0.356275,0.323077,0.466844,0.13,2.740579,0.533792
88,159,41,712,0.054449,0.356275,0.682171,0.356275,0.317829,0.468085,0.129,2.761824,0.534091
87,160,41,712,0.054449,0.352227,0.679688,0.352227,0.320313,0.464,0.128,2.751771,0.534456
86,161,41,712,0.054449,0.348178,0.677165,0.348178,0.322835,0.459893,0.127,2.74156,0.5348
85,162,41,712,0.054449,0.34413,0.674603,0.34413,0.325397,0.455764,0.126,2.731187,0.535095
84,163,41,712,0.054449,0.340081,0.672,0.340081,0.328,0.451613,0.125,2.720648,0.535376
83,164,41,712,0.054449,0.336032,0.669355,0.336032,0.330645,0.447439,0.124,2.709939,0.535837
83,164,40,713,0.053121,0.336032,0.674797,0.336032,0.325203,0.448649,0.123,2.731971,0.535894
82,165,40,713,0.053121,0.331984,0.672131,0.331984,0.327869,0.444444,0.122,2.721179,0.535974
81,166,40,713,0.053121,0.327935,0.669421,0.327935,0.330579,0.440217,0.121,2.710208,0.538033
81,166,39,714,0.051793,0.327935,0.675,0.327935,0.325,0.441417,0.12,2.732794,0.540533
80,167,39,714,0.051793,0.323887,0.672269,0.323887,0.327731,0.437158,0.119,2.721736,0.541684
79,168,39,714,0.051793,0.319838,0.669492,0.319838,0.330508,0.432877,0.118,2.710492,0.542559
78,169,39,714,0.051793,0.315789,0.666667,0.315789,0.333333,0.428571,0.117,2.699055,0.543336
78,169,38,715,0.050465,0.315789,0.672414,0.315789,0.327586,0.429752,0.116,2.722323,0.54365
77,170,38,715,0.050465,0.311741,0.669565,0.311741,0.330435,0.425414,0.115,2.71079,0.544523
76,171,38,715,0.050465,0.307692,0.666667,0.307692,0.333333,0.421053,0.114,2.699055,0.545149
75,172,38,715,0.050465,0.303644,0.663717,0.303644,0.336283,0.416667,0.113,2.687113,0.546972
75,172,37,716,0.049137,0.303644,0.669643,0.303644,0.330357,0.417827,0.112,2.711105,0.547545
74,173,37,716,0.049137,0.299595,0.666667,0.299595,0.333333,0.413408,0.111,2.699055,0.547716
73,174,37,716,0.049137,0.295547,0.663636,0.295547,0.336364,0.408964,0.11,2.686787,0.548943
72,175,37,716,0.049137,0.291498,0.66055,0.291498,0.33945,0.404494,0.109,2.674293,0.54916
71,176,37,716,0.049137,0.287449,0.657407,0.287449,0.342593,0.4,0.108,2.661568,0.552609
71,176,36,717,0.047809,0.287449,0.663551,0.287449,0.336449,0.40113,0.107,2.686443,0.553007
70,177,36,717,0.047809,0.283401,0.660377,0.283401,0.339623,0.396601,0.106,2.673593,0.553746
69,178,36,717,0.047809,0.279352,0.657143,0.279352,0.342857,0.392045,0.105,2.660497,0.553914
69,178,35,718,0.046481,0.279352,0.663462,0.279352,0.336538,0.393162,0.104,2.686079,0.5541
68,179,35,718,0.046481,0.275304,0.660194,0.275304,0.339806,0.388571,0.103,2.672851,0.555188
67,180,35,718,0.046481,0.271255,0.656863,0.271255,0.343137,0.383954,0.102,2.659363,0.558044
66,181,35,718,0.046481,0.267206,0.653465,0.267206,0.346535,0.37931,0.101,2.645609,0.559399
65,182,35,718,0.046481,0.263158,0.65,0.263158,0.35,0.37464,0.1,2.631579,0.559897
64,183,35,718,0.046481,0.259109,0.646465,0.259109,0.353535,0.369942,0.099,2.617266,0.561534
64,183,34,719,0.045153,0.259109,0.653061,0.259109,0.346939,0.371014,0.098,2.643973,0.562599
64,183,33,720,0.043825,0.259109,0.659794,0.259109,0.340206,0.372093,0.097,2.67123,0.563557
63,184,33,720,0.043825,0.255061,0.65625,0.255061,0.34375,0.367347,0.096,2.656883,0.563631
63,184,32,721,0.042497,0.255061,0.663158,0.255061,0.336842,0.368421,0.095,2.68485,0.563989
63,184,31,722,0.041169,0.255061,0.670213,0.255061,0.329787,0.369501,0.094,2.713412,0.564289
62,185,31,722,0.041169,0.251012,0.666667,0.251012,0.333333,0.364706,0.093,2.699055,0.564848
62,185,30,723,0.039841,0.251012,0.673913,0.251012,0.326087,0.365782,0.092,2.728393,0.564898
62,185,29,724,0.038513,0.251012,0.681319,0.251012,0.318681,0.366864,0.091,2.758375,0.565031
61,186,29,724,0.038513,0.246964,0.677778,0.246964,0.322222,0.362018,0.09,2.74404,0.565194
60,187,29,724,0.038513,0.242915,0.674157,0.242915,0.325843,0.357143,0.089,2.729382,0.565285
60,187,28,725,0.037185,0.242915,0.681818,0.242915,0.318182,0.358209,0.088,2.760397,0.565553
59,188,28,725,0.037185,0.238866,0.678161,0.238866,0.321839,0.353293,0.087,2.745591,0.568599
59,188,27,726,0.035857,0.238866,0.686047,0.238866,0.313953,0.354354,0.086,2.777516,0.570861
58,189,27,726,0.035857,0.234818,0.682353,0.234818,0.317647,0.349398,0.085,2.762563,0.570919
57,190,27,726,0.035857,0.230769,0.678571,0.230769,0.321429,0.344411,0.084,2.747253,0.57218
57,190,26,727,0.034529,0.230769,0.686747,0.230769,0.313253,0.345455,0.083,2.780352,0.574036
57,190,25,728,0.033201,0.230769,0.695122,0.230769,0.304878,0.346505,0.082,2.814259,0.574882
56,191,25,728,0.033201,0.226721,0.691358,0.226721,0.308642,0.341463,0.081,2.79902,0.577849
55,192,25,728,0.033201,0.222672,0.6875,0.222672,0.3125,0.336391,0.08,2.783401,0.580479
55,192,24,729,0.031873,0.222672,0.696203,0.222672,0.303797,0.337423,0.079,2.818634,0.580777
54,193,24,729,0.031873,0.218623,0.692308,0.218623,0.307692,0.332308,0.078,2.802865,0.581854
53,194,24,729,0.031873,0.214575,0.688312,0.214575,0.311688,0.32716,0.077,2.786687,0.582452
53,194,23,730,0.030544,0.214575,0.697368,0.214575,0.302632,0.328173,0.076,2.823354,0.58284
52,195,23,730,0.030544,0.210526,0.693333,0.210526,0.306667,0.322981,0.075,2.807018,0.583945
51,196,23,730,0.030544,0.206478,0.689189,0.206478,0.310811,0.317757,0.074,2.79024,0.584774
50,197,23,730,0.030544,0.202429,0.684932,0.202429,0.315068,0.3125,0.073,2.773002,0.586656
50,197,22,731,0.029216,0.202429,0.694444,0.202429,0.305556,0.31348,0.072,2.811516,0.588484
49,198,22,731,0.029216,0.198381,0.690141,0.198381,0.309859,0.308176,0.071,2.794092,0.592927
48,199,22,731,0.029216,0.194332,0.685714,0.194332,0.314286,0.302839,0.07,2.776171,0.593237
47,200,22,731,0.029216,0.190283,0.681159,0.190283,0.318841,0.297468,0.069,2.75773,0.595852
46,201,22,731,0.029216,0.186235,0.676471,0.186235,0.323529,0.292063,0.068,2.738747,0.596555
46,201,21,732,0.027888,0.186235,0.686567,0.186235,0.313433,0.292994,0.067,2.779624,0.597283
45,202,21,732,0.027888,0.182186,0.681818,0.182186,0.318182,0.28754,0.066,2.760397,0.597448
44,203,21,732,0.027888,0.178138,0.676923,0.178138,0.323077,0.282051,0.065,2.740579,0.598031
43,204,21,732,0.027888,0.174089,0.671875,0.174089,0.328125,0.276527,0.064,2.720142,0.599372
42,205,21,732,0.027888,0.17004,0.666667,0.17004,0.333333,0.270968,0.063,2.699055,0.601715
42,205,20,733,0.02656,0.17004,0.677419,0.17004,0.322581,0.271845,0.062,2.742588,0.603139
42,205,19,734,0.025232,0.17004,0.688525,0.17004,0.311475,0.272727,0.061,2.787549,0.603339
42,205,18,735,0.023904,0.17004,0.7,0.17004,0.3,0.273616,0.06,2.834008,0.605993
41,206,18,735,0.023904,0.165992,0.694915,0.165992,0.305085,0.267974,0.059,2.813422,0.606725
40,207,18,735,0.023904,0.161943,0.689655,0.161943,0.310345,0.262295,0.058,2.792126,0.607212
40,207,17,736,0.022576,0.161943,0.701754,0.161943,0.298246,0.263158,0.057,2.841111,0.608782
39,208,17,736,0.022576,0.157895,0.696429,0.157895,0.303571,0.257426,0.056,2.819549,0.610352
38,209,17,736,0.022576,0.153846,0.690909,0.153846,0.309091,0.251656,0.055,2.797203,0.611443
37,210,17,736,0.022576,0.149798,0.685185,0.149798,0.314815,0.245847,0.054,2.774029,0.612433
37,210,16,737,0.021248,0.149798,0.698113,0.149798,0.301887,0.246667,0.053,2.826369,0.612449
36,211,16,737,0.021248,0.145749,0.692308,0.145749,0.307692,0.240803,0.052,2.802865,0.616336
36,211,15,738,0.01992,0.145749,0.705882,0.145749,0.294118,0.241611,0.051,2.857823,0.616528
35,212,15,738,0.01992,0.1417,0.7,0.1417,0.3,0.23569,0.05,2.834008,0.616666
34,213,15,738,0.01992,0.137652,0.693878,0.137652,0.306122,0.22973,0.049,2.809221,0.617205
33,214,15,738,0.01992,0.133603,0.6875,0.133603,0.3125,0.223729,0.048,2.783401,0.620755
33,214,14,739,0.018592,0.133603,0.702128,0.133603,0.297872,0.22449,0.047,2.842622,0.626615
32,215,14,739,0.018592,0.129555,0.695652,0.129555,0.304348,0.21843,0.046,2.816406,0.629123
31,216,14,739,0.018592,0.125506,0.688889,0.125506,0.311111,0.212329,0.045,2.789024,0.629264
31,216,13,740,0.017264,0.125506,0.704545,0.125506,0.295455,0.213058,0.044,2.852411,0.63505
30,217,13,740,0.017264,0.121457,0.697674,0.121457,0.302326,0.206897,0.043,2.824593,0.63601
29,218,13,740,0.017264,0.117409,0.690476,0.117409,0.309524,0.200692,0.042,2.79545,0.638134
28,219,13,740,0.017264,0.11336,0.682927,0.11336,0.317073,0.194444,0.041,2.764886,0.63942
27,220,13,740,0.017264,0.109312,0.675,0.109312,0.325,0.188153,0.04,2.732794,0.641393
26,221,13,740,0.017264,0.105263,0.666667,0.105263,0.333333,0.181818,0.039,2.699055,0.64267
26,221,12,741,0.015936,0.105263,0.684211,0.105263,0.315789,0.182456,0.038,2.770083,0.646646
25,222,12,741,0.015936,0.101215,0.675676,0.101215,0.324324,0.176056,0.037,2.735529,0.650705
24,223,12,741,0.015936,0.097166,0.666667,0.097166,0.333333,0.169611,0.036,2.699055,0.651094
24,223,11,742,0.014608,0.097166,0.685714,0.097166,0.314286,0.170213,0.035,2.776171,0.651553
24,223,10,743,0.01328,0.097166,0.705882,0.097166,0.294118,0.170819,0.034,2.857823,0.652113
23,224,10,743,0.01328,0.093117,0.69697,0.093117,0.30303,0.164286,0.033,2.82174,0.655242
22,225,10,743,0.01328,0.089069,0.6875,0.089069,0.3125,0.157706,0.032,2.783401,0.659853
21,226,10,743,0.01328,0.08502,0.677419,0.08502,0.322581,0.151079,0.031,2.742588,0.665159
